user,timestamp,process_name,is_suspicious_process,cpu_percent,memory_mb,department
EMP-1099,2024-01-14 17:12:00,zoom.exe,0,14.4,3629.5,Marketing
EMP-1079,2024-01-14 11:11:00,excel.exe,0,9.4,3345.1,Marketing
EMP-1009,2024-01-14 08:25:00,code.exe,0,43.6,129.9,Marketing
EMP-1092,2024-01-14 09:39:00,notepad.exe,0,93.8,1211.6,Finance
EMP-1053,2024-01-14 00:49:00,excel.exe,0,71.7,3401.3,Human Resources
EMP-1074,2024-01-14 08:03:00,python.exe,0,81.3,2591.8,Sales
EMP-1080,2024-01-14 03:41:00,python.exe,0,3.0,748.8,Operations
EMP-1093,2024-01-14 06:58:00,outlook.exe,0,87.9,1279.9,Human Resources
EMP-1024,2024-01-14 23:43:00,teams.exe,0,23.2,455.9,Sales
EMP-1007,2024-01-14 20:11:00,python.exe,0,30.0,3923.0,Executive
EMP-1095,2024-01-14 05:20:00,slack.exe,0,26.0,3416.8,Legal
EMP-1052,2024-01-14 07:53:00,notepad.exe,0,98.3,1511.9,Finance
EMP-1003,2024-01-14 16:07:00,slack.exe,0,51.5,1255.5,Human Resources
EMP-1028,2024-01-14 00:08:00,anydesk.exe,1,79.0,944.7,Research & Development
EMP-1046,2024-01-14 21:09:00,chrome.exe,0,42.7,1988.4,IT Security
EMP-1077,2024-01-14 10:21:00,code.exe,0,47.1,1163.1,Executive
EMP-1022,2024-01-14 21:55:00,word.exe,0,35.2,2724.8,Finance
EMP-1050,2024-01-14 07:40:00,teams.exe,0,41.4,15.9,Operations
EMP-1032,2024-01-14 11:20:00,python.exe,0,95.5,4093.0,Finance
EMP-1045,2024-01-14 18:40:00,teams.exe,0,10.4,765.7,Legal
EMP-1090,2024-01-14 05:47:00,slack.exe,0,86.0,3956.7,Operations
EMP-1026,2024-01-14 04:42:00,outlook.exe,0,6.8,2903.1,IT Security
EMP-1003,2024-01-14 05:22:00,outlook.exe,0,58.9,4016.1,Human Resources
EMP-1083,2024-01-14 01:21:00,outlook.exe,0,17.6,3832.7,Human Resources
EMP-1073,2024-01-14 18:09:00,excel.exe,0,35.2,1132.2,Human Resources
EMP-1043,2024-01-14 16:30:00,slack.exe,0,99.7,2601.1,Human Resources
EMP-1005,2024-01-14 22:39:00,notepad.exe,0,98.0,846.2,Legal
EMP-1067,2024-01-14 09:47:00,excel.exe,0,99.0,1101.4,Executive
EMP-1081,2024-01-14 13:30:00,zoom.exe,0,78.4,4073.0,Engineering
EMP-1017,2024-01-14 16:06:00,slack.exe,0,36.7,2827.7,Executive
EMP-1092,2024-01-14 07:02:00,teams.exe,0,35.2,1682.3,Finance
EMP-1084,2024-01-14 04:54:00,teams.exe,0,66.3,1457.8,Sales
EMP-1027,2024-01-14 00:49:00,python.exe,0,49.0,542.6,Executive
EMP-1096,2024-01-14 00:38:00,python.exe,0,98.7,3407.7,IT Security
EMP-1089,2024-01-14 09:25:00,code.exe,0,66.2,3114.8,Marketing
EMP-1068,2024-01-14 19:08:00,word.exe,0,73.6,1525.2,Research & Development
EMP-1024,2024-01-14 13:37:00,slack.exe,0,50.2,3295.8,Sales
EMP-1077,2024-01-14 09:00:00,code.exe,0,10.7,2072.9,Executive
EMP-1040,2024-01-14 19:17:00,excel.exe,0,5.9,1417.4,Operations
EMP-1071,2024-01-14 22:50:00,filezilla.exe,1,74.5,895.1,Engineering
EMP-1090,2024-01-14 00:10:00,chrome.exe,0,4.9,2852.3,Operations
EMP-1032,2024-01-14 21:45:00,python.exe,0,70.7,3158.1,Finance
EMP-1043,2024-01-14 06:03:00,veracrypt.exe,1,17.5,355.1,Human Resources
EMP-1060,2024-01-14 14:38:00,outlook.exe,0,61.7,2333.8,Operations
EMP-1018,2024-01-14 21:01:00,outlook.exe,0,49.3,1533.6,Research & Development
EMP-1088,2024-01-14 06:08:00,python.exe,0,96.3,2469.5,Research & Development
EMP-1067,2024-01-14 16:56:00,excel.exe,0,96.8,1782.3,Executive
EMP-1097,2024-01-14 10:09:00,word.exe,0,91.1,2747.3,Executive
EMP-1044,2024-01-14 16:37:00,outlook.exe,0,82.7,2042.5,Sales
EMP-1027,2024-01-14 19:52:00,python.exe,0,12.5,3546.3,Executive
EMP-1096,2024-01-14 04:38:00,zoom.exe,0,47.9,1440.7,IT Security
EMP-1025,2024-01-14 07:58:00,excel.exe,0,0.9,237.2,Legal
EMP-1036,2024-01-14 19:41:00,chrome.exe,0,97.0,253.1,IT Security
EMP-1067,2024-01-14 03:35:00,excel.exe,0,59.4,989.5,Executive
EMP-1006,2024-01-14 17:30:00,python.exe,0,84.0,264.6,IT Security
EMP-1016,2024-01-14 01:13:00,teams.exe,0,81.4,3157.7,IT Security
EMP-1057,2024-01-14 05:02:00,excel.exe,0,93.7,2607.9,Executive
EMP-1041,2024-01-14 05:13:00,outlook.exe,0,34.1,2061.8,Engineering
EMP-1096,2024-01-14 04:34:00,chrome.exe,0,39.8,1425.9,IT Security
EMP-1086,2024-01-14 01:07:00,python.exe,0,86.8,3427.1,IT Security
EMP-1074,2024-01-14 04:15:00,outlook.exe,0,60.8,638.7,Sales
EMP-1087,2024-01-14 20:14:00,word.exe,0,84.8,3379.2,Executive
EMP-1026,2024-01-14 11:25:00,code.exe,0,2.7,974.4,IT Security
EMP-1033,2024-01-14 17:26:00,excel.exe,0,75.5,2381.5,Human Resources
EMP-1024,2024-01-14 12:15:00,zoom.exe,0,36.3,2164.4,Sales
EMP-1081,2024-01-14 16:11:00,zoom.exe,0,42.5,1817.2,Engineering
EMP-1073,2024-01-14 20:38:00,teams.exe,0,44.4,137.4,Human Resources
EMP-1009,2024-01-14 09:34:00,notepad.exe,0,4.3,1282.4,Marketing
EMP-1087,2024-01-14 08:35:00,teams.exe,0,81.2,4011.7,Executive
EMP-1073,2024-01-14 13:01:00,zoom.exe,0,61.4,1666.4,Human Resources
EMP-1050,2024-01-14 14:47:00,python.exe,0,39.0,3293.9,Operations
EMP-1080,2024-01-14 15:03:00,notepad.exe,0,12.6,2370.4,Operations
EMP-1069,2024-01-14 07:36:00,chrome.exe,0,1.9,3290.6,Marketing
EMP-1021,2024-01-14 15:40:00,teams.exe,0,6.5,3791.0,Engineering
EMP-1072,2024-01-14 05:34:00,chrome.exe,0,7.9,2307.7,Finance
EMP-1003,2024-01-14 13:41:00,outlook.exe,0,49.4,2100.7,Human Resources
EMP-1003,2024-01-14 18:00:00,word.exe,0,4.4,1146.7,Human Resources
EMP-1038,2024-01-14 02:21:00,excel.exe,0,68.7,3434.4,Research & Development
EMP-1027,2024-01-14 16:34:00,python.exe,0,50.2,1360.7,Executive
EMP-1073,2024-01-14 07:42:00,zoom.exe,0,28.4,3052.1,Human Resources
EMP-1093,2024-01-15 12:13:00,teams.exe,0,92.1,2190.9,Human Resources
EMP-1053,2024-01-15 23:55:00,word.exe,0,33.2,3056.4,Human Resources
EMP-1083,2024-01-15 11:40:00,zoom.exe,0,12.4,1857.3,Human Resources
EMP-1062,2024-01-15 04:20:00,python.exe,0,48.2,3474.6,Finance
EMP-1091,2024-01-15 02:33:00,teamviewer.exe,1,11.3,79.9,Engineering
EMP-1001,2024-01-15 23:19:00,python.exe,0,41.3,537.4,Engineering
EMP-1087,2024-01-15 05:54:00,chrome.exe,0,32.7,3947.4,Executive
EMP-1079,2024-01-15 23:18:00,word.exe,0,74.3,641.0,Marketing
EMP-1031,2024-01-15 14:11:00,word.exe,0,85.1,1293.1,Engineering
EMP-1045,2024-01-15 10:24:00,zoom.exe,0,77.4,1100.6,Legal
EMP-1060,2024-01-15 01:51:00,chrome.exe,0,88.5,2674.8,Operations
EMP-1034,2024-01-15 16:34:00,teams.exe,0,98.1,2194.2,Sales
EMP-1020,2024-01-15 18:38:00,zoom.exe,0,2.2,3957.8,Operations
EMP-1050,2024-01-15 09:36:00,word.exe,0,2.3,1100.5,Operations
EMP-1037,2024-01-15 14:46:00,word.exe,0,99.6,1161.7,Executive
EMP-1022,2024-01-15 13:42:00,tor.exe,1,32.9,889.9,Finance
EMP-1043,2024-01-15 07:19:00,teams.exe,0,40.4,821.9,Human Resources
EMP-1075,2024-01-15 15:11:00,notepad.exe,0,56.8,1071.2,Legal
EMP-1098,2024-01-15 10:35:00,chrome.exe,0,43.6,3693.4,Research & Development
EMP-1051,2024-01-15 22:02:00,zoom.exe,0,90.1,3620.1,Engineering
EMP-1072,2024-01-15 12:24:00,code.exe,0,6.9,3323.6,Finance
EMP-1093,2024-01-15 11:46:00,outlook.exe,0,76.2,344.5,Human Resources
EMP-1032,2024-01-15 18:16:00,word.exe,0,18.1,4034.7,Finance
EMP-1070,2024-01-15 12:43:00,notepad.exe,0,23.7,2009.6,Operations
EMP-1036,2024-01-15 14:03:00,notepad.exe,0,75.8,2555.3,IT Security
EMP-1055,2024-01-15 02:03:00,code.exe,0,1.6,1422.9,Legal
EMP-1073,2024-01-15 06:40:00,excel.exe,0,59.2,2491.1,Human Resources
EMP-1053,2024-01-15 05:04:00,code.exe,0,99.2,2309.6,Human Resources
EMP-1060,2024-01-15 18:57:00,chrome.exe,0,84.2,270.5,Operations
EMP-1083,2024-01-15 13:08:00,teams.exe,0,15.3,3562.3,Human Resources
EMP-1036,2024-01-15 16:52:00,excel.exe,0,76.3,67.8,IT Security
EMP-1077,2024-01-15 03:20:00,notepad.exe,0,86.7,2302.6,Executive
EMP-1060,2024-01-15 03:28:00,python.exe,0,37.8,2852.1,Operations
EMP-1028,2024-01-15 14:07:00,chrome.exe,0,38.3,66.6,Research & Development
EMP-1057,2024-01-15 17:02:00,notepad.exe,0,41.0,2685.7,Executive
EMP-1083,2024-01-15 00:14:00,slack.exe,0,53.2,735.2,Human Resources
EMP-1001,2024-01-15 16:09:00,outlook.exe,0,82.5,2144.7,Engineering
EMP-1048,2024-01-15 02:23:00,python.exe,0,37.8,967.8,Research & Development
EMP-1091,2024-01-15 10:02:00,teams.exe,0,68.8,660.9,Engineering
EMP-1012,2024-01-15 07:40:00,outlook.exe,0,3.5,3326.1,Finance
EMP-1088,2024-01-15 13:34:00,python.exe,0,90.0,1400.8,Research & Development
EMP-1009,2024-01-15 06:34:00,outlook.exe,0,38.0,1434.5,Marketing
EMP-1071,2024-01-15 04:42:00,zoom.exe,0,41.1,3821.0,Engineering
EMP-1079,2024-01-15 15:29:00,code.exe,0,47.2,3429.7,Marketing
EMP-1019,2024-01-15 10:49:00,zoom.exe,0,96.0,617.3,Marketing
EMP-1006,2024-01-15 22:45:00,word.exe,0,40.7,672.8,IT Security
EMP-1025,2024-01-15 00:29:00,teams.exe,0,14.0,2145.9,Legal
EMP-1011,2024-01-15 23:41:00,outlook.exe,0,57.9,3998.8,Engineering
EMP-1098,2024-01-15 21:10:00,python.exe,0,82.7,2768.8,Research & Development
EMP-1046,2024-01-15 07:19:00,teams.exe,0,40.7,3901.4,IT Security
EMP-1036,2024-01-15 10:03:00,excel.exe,0,65.2,1875.1,IT Security
EMP-1053,2024-01-15 21:29:00,tor.exe,1,82.5,3974.1,Human Resources
EMP-1023,2024-01-15 00:54:00,code.exe,0,48.2,283.2,Human Resources
EMP-1023,2024-01-15 09:45:00,slack.exe,0,33.2,1120.8,Human Resources
EMP-1010,2024-01-15 07:10:00,chrome.exe,0,37.5,1496.1,Operations
EMP-1037,2024-01-15 22:06:00,notepad.exe,0,29.2,3815.0,Executive
EMP-1099,2024-01-15 22:57:00,code.exe,0,37.7,1370.1,Marketing
EMP-1076,2024-01-15 12:36:00,outlook.exe,0,66.4,3939.3,IT Security
EMP-1022,2024-01-15 02:29:00,outlook.exe,0,53.5,3716.0,Finance
EMP-1061,2024-01-15 07:25:00,teams.exe,0,43.4,3507.0,Engineering
EMP-1013,2024-01-15 23:38:00,word.exe,0,79.6,1562.2,Human Resources
EMP-1012,2024-01-15 02:03:00,word.exe,0,98.3,72.1,Finance
EMP-1029,2024-01-15 09:08:00,anydesk.exe,1,9.9,1634.0,Marketing
EMP-1067,2024-01-15 20:20:00,code.exe,0,6.8,466.6,Executive
EMP-1010,2024-01-15 02:02:00,teams.exe,0,76.1,2848.1,Operations
EMP-1070,2024-01-15 22:27:00,anydesk.exe,1,64.9,1997.3,Operations
EMP-1051,2024-01-15 19:04:00,slack.exe,0,52.6,1848.4,Engineering
EMP-1008,2024-01-15 09:54:00,excel.exe,0,53.4,2208.2,Research & Development
EMP-1059,2024-01-15 08:21:00,code.exe,0,87.6,2086.9,Marketing
EMP-1081,2024-01-15 17:29:00,slack.exe,0,38.2,1383.0,Engineering
EMP-1073,2024-01-15 04:39:00,notepad.exe,0,81.8,20.9,Human Resources
EMP-1040,2024-01-15 07:44:00,chrome.exe,0,21.5,3491.6,Operations
EMP-1020,2024-01-15 07:53:00,word.exe,0,67.2,3824.1,Operations
EMP-1049,2024-01-15 12:11:00,notepad.exe,0,34.1,4074.4,Marketing
EMP-1072,2024-01-15 16:18:00,chrome.exe,0,92.8,302.6,Finance
EMP-1090,2024-01-15 01:49:00,code.exe,0,90.9,16.9,Operations
EMP-1037,2024-01-15 01:49:00,word.exe,0,52.2,3216.1,Executive
EMP-1095,2024-01-15 03:44:00,notepad.exe,0,87.8,4087.4,Legal
EMP-1070,2024-01-15 00:11:00,chrome.exe,0,64.0,58.4,Operations
EMP-1021,2024-01-15 12:25:00,word.exe,0,35.4,3015.8,Engineering
EMP-1046,2024-01-15 12:40:00,chrome.exe,0,50.7,1014.3,IT Security
EMP-1052,2024-01-15 16:15:00,notepad.exe,0,19.3,2002.9,Finance
EMP-1063,2024-01-15 04:32:00,chrome.exe,0,30.5,3589.4,Human Resources
EMP-1013,2024-01-15 12:10:00,outlook.exe,0,60.2,852.5,Human Resources
EMP-1004,2024-01-15 21:36:00,outlook.exe,0,28.8,3232.2,Sales
EMP-1058,2024-01-15 09:31:00,word.exe,0,19.1,1105.6,Research & Development
EMP-1048,2024-01-15 08:49:00,zoom.exe,0,71.0,3446.4,Research & Development
EMP-1001,2024-01-15 15:13:00,outlook.exe,0,81.5,1695.8,Engineering
EMP-1011,2024-01-15 20:55:00,slack.exe,0,41.2,2132.2,Engineering
EMP-1058,2024-01-15 16:30:00,teams.exe,0,99.2,2900.0,Research & Development
EMP-1095,2024-01-15 14:36:00,zoom.exe,0,89.0,1044.6,Legal
EMP-1047,2024-01-15 18:09:00,notepad.exe,0,15.6,3810.7,Executive
EMP-1097,2024-01-15 20:08:00,wireshark.exe,1,95.4,2721.9,Executive
EMP-1036,2024-01-15 21:18:00,chrome.exe,0,40.6,2112.0,IT Security
EMP-1020,2024-01-15 23:59:00,zoom.exe,0,11.2,1304.6,Operations
EMP-1098,2024-01-15 03:10:00,zoom.exe,0,27.2,2434.4,Research & Development
EMP-1030,2024-01-15 22:55:00,slack.exe,0,4.8,2751.3,Operations
EMP-1026,2024-01-15 19:22:00,notepad.exe,0,16.3,3600.6,IT Security
EMP-1004,2024-01-15 07:14:00,excel.exe,0,10.7,2709.9,Sales
EMP-1079,2024-01-15 04:55:00,excel.exe,0,43.0,558.9,Marketing
EMP-1004,2024-01-15 23:36:00,teams.exe,0,94.3,443.6,Sales
EMP-1084,2024-01-15 03:33:00,python.exe,0,54.0,280.8,Sales
EMP-1049,2024-01-15 12:03:00,word.exe,0,28.2,2730.5,Marketing
EMP-1002,2024-01-15 04:53:00,chrome.exe,0,20.5,2547.0,Finance
EMP-1058,2024-01-15 13:17:00,chrome.exe,0,89.0,2840.4,Research & Development
EMP-1100,2024-01-15 09:14:00,chrome.exe,0,27.1,1085.9,Operations
EMP-1073,2024-01-15 07:38:00,outlook.exe,0,44.8,3111.9,Human Resources
EMP-1042,2024-01-15 02:09:00,notepad.exe,0,53.5,3372.8,Finance
EMP-1047,2024-01-15 02:07:00,teams.exe,0,49.0,2430.1,Executive
EMP-1022,2024-01-15 00:39:00,slack.exe,0,75.0,2692.1,Finance
EMP-1046,2024-01-15 09:21:00,notepad.exe,0,67.9,3070.0,IT Security
EMP-1065,2024-01-15 10:57:00,excel.exe,0,30.9,161.2,Legal
EMP-1045,2024-01-15 01:18:00,excel.exe,0,75.9,2061.4,Legal
EMP-1001,2024-01-15 21:48:00,excel.exe,0,24.1,3199.8,Engineering
EMP-1018,2024-01-15 13:48:00,outlook.exe,0,51.1,335.9,Research & Development
EMP-1079,2024-01-15 01:41:00,teams.exe,0,11.9,1673.5,Marketing
EMP-1081,2024-01-15 11:44:00,word.exe,0,93.7,2765.6,Engineering
EMP-1044,2024-01-15 23:22:00,notepad.exe,0,69.4,804.9,Sales
EMP-1018,2024-01-15 23:51:00,code.exe,0,46.4,2407.8,Research & Development
EMP-1090,2024-01-15 04:33:00,teams.exe,0,45.6,3310.7,Operations
EMP-1059,2024-01-15 17:38:00,slack.exe,0,63.6,3037.3,Marketing
EMP-1038,2024-01-15 08:29:00,code.exe,0,63.7,1823.0,Research & Development
EMP-1040,2024-01-15 19:18:00,slack.exe,0,10.7,2651.9,Operations
EMP-1006,2024-01-15 18:33:00,outlook.exe,0,56.4,4011.3,IT Security
EMP-1090,2024-01-15 07:56:00,zoom.exe,0,95.5,495.6,Operations
EMP-1092,2024-01-15 07:01:00,code.exe,0,60.3,1645.3,Finance
EMP-1022,2024-01-15 05:31:00,code.exe,0,91.9,3388.7,Finance
EMP-1085,2024-01-15 06:44:00,chrome.exe,0,92.0,4087.6,Legal
EMP-1002,2024-01-15 00:10:00,teams.exe,0,15.7,1755.4,Finance
EMP-1035,2024-01-15 07:16:00,excel.exe,0,60.2,3725.6,Legal
EMP-1028,2024-01-15 09:14:00,slack.exe,0,37.5,1037.4,Research & Development
EMP-1077,2024-01-15 11:34:00,slack.exe,0,37.8,927.4,Executive
EMP-1005,2024-01-15 08:50:00,tor.exe,1,62.4,2604.5,Legal
EMP-1092,2024-01-15 00:19:00,python.exe,0,76.9,1408.9,Finance
EMP-1080,2024-01-15 20:34:00,teams.exe,0,84.0,2832.4,Operations
EMP-1014,2024-01-15 21:29:00,slack.exe,0,7.9,2093.3,Sales
EMP-1009,2024-01-15 00:38:00,code.exe,0,54.9,2974.6,Marketing
EMP-1061,2024-01-15 11:35:00,outlook.exe,0,83.7,578.4,Engineering
EMP-1091,2024-01-15 09:25:00,chrome.exe,0,68.8,1327.9,Engineering
EMP-1092,2024-01-15 05:02:00,teams.exe,0,52.1,501.2,Finance
EMP-1080,2024-01-15 15:00:00,outlook.exe,0,99.6,391.3,Operations
EMP-1069,2024-01-15 03:18:00,notepad.exe,0,24.2,2215.6,Marketing
EMP-1016,2024-01-15 17:59:00,chrome.exe,0,59.3,3168.2,IT Security
EMP-1039,2024-01-15 07:51:00,outlook.exe,0,42.2,1436.9,Marketing
EMP-1047,2024-01-15 14:41:00,outlook.exe,0,23.9,2121.9,Executive
EMP-1029,2024-01-15 01:01:00,code.exe,0,12.2,1328.0,Marketing
EMP-1033,2024-01-15 05:28:00,outlook.exe,0,10.8,3213.9,Human Resources
EMP-1035,2024-01-15 15:52:00,zoom.exe,0,21.7,2065.5,Legal
EMP-1063,2024-01-15 06:02:00,chrome.exe,0,34.5,3011.1,Human Resources
EMP-1067,2024-01-15 23:54:00,notepad.exe,0,6.4,1784.5,Executive
EMP-1070,2024-01-15 22:53:00,outlook.exe,0,63.5,1762.7,Operations
EMP-1051,2024-01-15 08:35:00,python.exe,0,19.5,3132.8,Engineering
EMP-1099,2024-01-15 16:46:00,teams.exe,0,72.6,640.5,Marketing
EMP-1086,2024-01-15 15:38:00,outlook.exe,0,65.4,1526.2,IT Security
EMP-1015,2024-01-15 12:45:00,teams.exe,0,33.2,1232.9,Legal
EMP-1006,2024-01-15 22:47:00,python.exe,0,38.6,767.8,IT Security
EMP-1036,2024-01-15 20:55:00,excel.exe,0,58.7,3309.8,IT Security
EMP-1032,2024-01-15 06:48:00,notepad.exe,0,20.0,286.5,Finance
EMP-1070,2024-01-15 20:24:00,slack.exe,0,70.1,2936.0,Operations
EMP-1033,2024-01-15 17:18:00,python.exe,0,3.1,902.0,Human Resources
EMP-1025,2024-01-15 07:17:00,word.exe,0,78.3,2178.4,Legal
EMP-1062,2024-01-15 14:01:00,notepad.exe,0,43.3,435.7,Finance
EMP-1097,2024-01-15 08:25:00,outlook.exe,0,13.7,2588.1,Executive
EMP-1051,2024-01-15 08:51:00,excel.exe,0,75.0,1477.7,Engineering
EMP-1018,2024-01-15 00:06:00,outlook.exe,0,80.4,3146.3,Research & Development
EMP-1090,2024-01-15 04:29:00,notepad.exe,0,53.9,2102.0,Operations
EMP-1037,2024-01-15 16:34:00,zoom.exe,0,45.2,12.0,Executive
EMP-1026,2024-01-15 19:41:00,excel.exe,0,89.2,2316.2,IT Security
EMP-1068,2024-01-15 01:57:00,teams.exe,0,73.7,2786.6,Research & Development
EMP-1049,2024-01-15 23:49:00,excel.exe,0,58.0,2885.4,Marketing
EMP-1057,2024-01-15 02:49:00,zoom.exe,0,3.9,3095.3,Executive
EMP-1038,2024-01-15 19:19:00,word.exe,0,38.8,834.5,Research & Development
EMP-1011,2024-01-15 18:08:00,notepad.exe,0,64.6,13.5,Engineering
EMP-1043,2024-01-15 05:27:00,outlook.exe,0,72.2,79.8,Human Resources
EMP-1037,2024-01-15 11:55:00,python.exe,0,64.8,1289.1,Executive
EMP-1039,2024-01-15 23:58:00,teams.exe,0,65.5,3728.4,Marketing
EMP-1017,2024-01-15 22:22:00,excel.exe,0,93.9,1774.3,Executive
EMP-1088,2024-01-15 10:26:00,slack.exe,0,58.8,41.4,Research & Development
EMP-1055,2024-01-15 23:12:00,code.exe,0,43.5,3929.8,Legal
EMP-1071,2024-01-15 12:14:00,excel.exe,0,89.1,2050.8,Engineering
EMP-1074,2024-01-15 03:33:00,notepad.exe,0,80.3,623.8,Sales
EMP-1018,2024-01-15 01:39:00,wireshark.exe,1,30.1,1855.7,Research & Development
EMP-1072,2024-01-15 20:48:00,slack.exe,0,17.3,1047.5,Finance
EMP-1042,2024-01-15 19:44:00,teams.exe,0,30.1,622.0,Finance
EMP-1079,2024-01-15 19:34:00,word.exe,0,53.3,1624.9,Marketing
EMP-1040,2024-01-15 19:48:00,chrome.exe,0,79.9,2200.3,Operations
EMP-1093,2024-01-15 11:11:00,chrome.exe,0,91.2,429.5,Human Resources
EMP-1027,2024-01-15 06:44:00,word.exe,0,2.9,3345.9,Executive
EMP-1003,2024-01-15 18:26:00,slack.exe,0,75.6,2744.6,Human Resources
EMP-1086,2024-01-15 21:43:00,zoom.exe,0,9.2,751.1,IT Security
EMP-1088,2024-01-15 16:57:00,slack.exe,0,48.5,3088.4,Research & Development
EMP-1097,2024-01-15 20:49:00,teams.exe,0,65.4,3330.7,Executive
EMP-1049,2024-01-15 12:09:00,code.exe,0,5.3,946.7,Marketing
EMP-1025,2024-01-15 19:29:00,chrome.exe,0,41.3,2743.5,Legal
EMP-1057,2024-01-15 04:27:00,excel.exe,0,23.6,3052.5,Executive
EMP-1044,2024-01-15 12:07:00,notepad.exe,0,12.0,3143.0,Sales
EMP-1061,2024-01-15 01:08:00,notepad.exe,0,83.1,1286.1,Engineering
EMP-1043,2024-01-15 11:16:00,excel.exe,0,30.5,2425.5,Human Resources
EMP-1024,2024-01-15 08:59:00,code.exe,0,56.9,3231.7,Sales
EMP-1083,2024-01-15 00:38:00,zoom.exe,0,4.2,2097.9,Human Resources
EMP-1007,2024-01-15 03:58:00,python.exe,0,87.1,2285.8,Executive
EMP-1020,2024-01-15 16:28:00,word.exe,0,34.6,2510.8,Operations
EMP-1052,2024-01-15 17:05:00,outlook.exe,0,66.8,533.7,Finance
EMP-1025,2024-01-15 04:43:00,teams.exe,0,22.8,3454.5,Legal
EMP-1027,2024-01-15 00:26:00,outlook.exe,0,93.0,1438.7,Executive
EMP-1090,2024-01-15 04:06:00,zoom.exe,0,17.0,3270.9,Operations
EMP-1096,2024-01-15 16:43:00,outlook.exe,0,10.5,617.8,IT Security
EMP-1095,2024-01-15 00:49:00,zoom.exe,0,4.3,225.5,Legal
EMP-1006,2024-01-15 12:54:00,slack.exe,0,98.4,2580.6,IT Security
EMP-1009,2024-01-15 23:26:00,teams.exe,0,69.2,2007.7,Marketing
EMP-1080,2024-01-15 03:00:00,python.exe,0,75.2,2717.2,Operations
EMP-1019,2024-01-15 01:38:00,code.exe,0,88.7,2009.5,Marketing
EMP-1010,2024-01-15 05:10:00,anydesk.exe,1,48.7,3887.4,Operations
EMP-1078,2024-01-15 19:14:00,chrome.exe,0,89.1,1664.6,Research & Development
EMP-1031,2024-01-15 20:33:00,code.exe,0,34.8,3003.6,Engineering
EMP-1054,2024-01-15 14:47:00,teamviewer.exe,1,0.7,1514.7,Sales
EMP-1089,2024-01-15 08:08:00,code.exe,0,79.1,3866.0,Marketing
EMP-1010,2024-01-15 06:50:00,outlook.exe,0,90.2,2423.1,Operations
EMP-1023,2024-01-15 05:50:00,excel.exe,0,67.5,2408.1,Human Resources
EMP-1012,2024-01-15 08:11:00,code.exe,0,55.7,1071.4,Finance
EMP-1005,2024-01-15 14:31:00,notepad.exe,0,14.6,2667.6,Legal
EMP-1016,2024-01-15 08:09:00,chrome.exe,0,27.4,859.7,IT Security
EMP-1038,2024-01-15 03:43:00,excel.exe,0,95.9,940.7,Research & Development
EMP-1014,2024-01-15 11:16:00,excel.exe,0,0.6,1401.4,Sales
EMP-1088,2024-01-15 06:56:00,outlook.exe,0,35.3,3446.0,Research & Development
EMP-1016,2024-01-15 22:45:00,notepad.exe,0,86.8,2162.6,IT Security
EMP-1029,2024-01-15 13:39:00,excel.exe,0,58.1,2115.9,Marketing
EMP-1047,2024-01-15 04:35:00,code.exe,0,78.8,2068.4,Executive
EMP-1040,2024-01-15 23:09:00,word.exe,0,94.6,3923.4,Operations
EMP-1039,2024-01-15 10:23:00,slack.exe,0,30.0,1677.6,Marketing
EMP-1028,2024-01-15 13:23:00,excel.exe,0,94.0,3843.7,Research & Development
EMP-1042,2024-01-15 08:17:00,python.exe,0,93.0,1355.2,Finance
EMP-1016,2024-01-15 19:19:00,python.exe,0,20.5,1136.6,IT Security
EMP-1085,2024-01-15 15:00:00,zoom.exe,0,58.4,3234.6,Legal
EMP-1026,2024-01-15 10:43:00,code.exe,0,88.2,2639.1,IT Security
EMP-1093,2024-01-15 12:12:00,slack.exe,0,32.6,3634.9,Human Resources
EMP-1070,2024-01-15 02:29:00,python.exe,0,29.9,3010.7,Operations
EMP-1018,2024-01-15 16:33:00,excel.exe,0,57.2,1763.7,Research & Development
EMP-1028,2024-01-15 21:55:00,word.exe,0,0.4,3333.2,Research & Development
EMP-1061,2024-01-15 18:34:00,chrome.exe,0,35.6,2935.2,Engineering
EMP-1007,2024-01-15 13:39:00,slack.exe,0,30.8,3076.1,Executive
EMP-1058,2024-01-15 00:57:00,zoom.exe,0,29.3,1060.6,Research & Development
EMP-1040,2024-01-15 05:36:00,teams.exe,0,97.4,2059.3,Operations
EMP-1006,2024-01-15 15:46:00,zoom.exe,0,51.6,1518.4,IT Security
EMP-1073,2024-01-15 12:47:00,chrome.exe,0,57.0,1474.2,Human Resources
EMP-1090,2024-01-15 23:11:00,chrome.exe,0,70.8,3696.5,Operations
EMP-1058,2024-01-15 10:32:00,excel.exe,0,96.4,2356.9,Research & Development
EMP-1026,2024-01-15 15:23:00,slack.exe,0,81.6,4075.4,IT Security
EMP-1054,2024-01-15 16:05:00,zoom.exe,0,3.3,3848.4,Sales
EMP-1009,2024-01-15 12:35:00,python.exe,0,33.6,2934.9,Marketing
EMP-1038,2024-01-15 03:00:00,zoom.exe,0,3.3,763.8,Research & Development
EMP-1007,2024-01-15 22:40:00,word.exe,0,59.9,3931.0,Executive
EMP-1042,2024-01-15 20:43:00,word.exe,0,39.4,3153.5,Finance
EMP-1098,2024-01-15 21:26:00,outlook.exe,0,77.3,492.5,Research & Development
