user,connect_time,disconnect_time,duration_hrs,vpn_ip,geo_location,bytes_uploaded,bytes_downloaded,department
EMP-1003,2024-01-24 18:46:00,2024-01-24 20:42:01.088128,1.93,172.16.142.183,Berlin,276762199,1235017277,Human Resources
EMP-1030,2024-01-24 17:17:00,2024-01-24 20:47:00.561276,3.5,172.16.177.232,SanFrancisco,331056158,1073072304,Operations
EMP-1034,2024-01-24 12:36:00,2024-01-24 16:51:34.653617,4.26,172.16.195.216,SanFrancisco,161902555,1929811489,Sales
EMP-1033,2024-01-24 04:13:00,2024-01-24 11:55:06.755955,7.7,172.16.39.36,Remote,408600455,187484953,Human Resources
EMP-1090,2024-01-24 02:17:00,2024-01-24 09:03:11.517899,6.77,172.16.88.54,Berlin,59701771,1411826021,Operations
EMP-1088,2024-01-24 13:54:00,2024-01-24 16:11:32.225603,2.29,172.16.157.32,Remote,309529916,1596267052,Research & Development
EMP-1095,2024-01-24 16:20:00,2024-01-24 18:31:13.677834,2.19,172.16.68.151,SanFrancisco,106864694,1752387066,Legal
EMP-1012,2024-01-24 07:16:00,2024-01-24 12:09:59.516787,4.9,172.16.145.13,NewYork,412944982,710809288,Finance
EMP-1056,2024-01-24 19:23:00,2024-01-25 06:56:48.862940,11.56,172.16.24.43,Remote,297102504,1069951682,IT Security
EMP-1019,2024-01-24 08:10:00,2024-01-24 18:14:45.399488,10.08,172.16.18.2,Unknown,442438964,900116233,Marketing
EMP-1100,2024-01-24 22:53:00,2024-01-25 07:43:46.574017,8.85,172.16.57.177,Bangalore,459724940,472779580,Operations
EMP-1001,2024-01-24 12:28:00,2024-01-24 17:51:28.293076,5.39,172.16.186.176,London,206028132,137677723,Engineering
EMP-1097,2024-01-24 22:27:00,2024-01-25 08:53:34.041964,10.44,172.16.252.77,NewYork,155739624,1673084071,Executive
EMP-1008,2024-01-24 20:02:00,2024-01-25 02:17:51.303335,6.26,172.16.186.53,Bangalore,472021409,1810371460,Research & Development
EMP-1060,2024-01-24 07:12:00,2024-01-24 09:17:23.611768,2.09,172.16.210.246,Berlin,495785195,854212626,Operations
EMP-1070,2024-01-24 22:42:00,2024-01-25 02:37:22.822943,3.92,172.16.111.126,London,182154268,1485497553,Operations
EMP-1024,2024-01-24 04:24:00,2024-01-24 06:59:44.584044,2.6,172.16.243.109,Unknown,20243750,1837440554,Sales
EMP-1005,2024-01-24 10:01:00,2024-01-24 14:00:24.901095,3.99,172.16.148.118,Remote,247339372,1575218726,Legal
EMP-1080,2024-01-24 20:02:00,2024-01-25 07:55:32.428273,11.89,172.16.143.247,SanFrancisco,70852446,440225231,Operations
EMP-1081,2024-01-24 23:32:00,2024-01-25 06:27:33.848502,6.93,172.16.240.254,Berlin,161649385,180857449,Engineering
EMP-1088,2024-01-24 11:48:00,2024-01-24 17:41:08.301561,5.89,172.16.27.21,Remote,47688751,654685025,Research & Development
EMP-1039,2024-01-24 15:05:00,2024-01-24 17:36:43.183657,2.53,172.16.88.234,Bangalore,25857263,240799193,Marketing
EMP-1001,2024-01-24 08:06:00,2024-01-24 09:47:58.108467,1.7,172.16.62.217,London,474958816,884876651,Engineering
EMP-1088,2024-01-25 08:39:00,2024-01-25 12:40:36.627308,4.03,172.16.82.72,Remote,269967089,774417238,Research & Development
EMP-1077,2024-01-25 02:19:00,2024-01-25 13:14:59.402934,10.93,172.16.234.5,London,344708176,1573791123,Executive
EMP-1086,2024-01-25 10:43:00,2024-01-25 17:34:46.026977,6.86,172.16.60.67,London,220307083,1615033061,IT Security
EMP-1068,2024-01-25 01:02:00,2024-01-25 04:30:01.658781,3.47,172.16.54.245,NewYork,198657372,1049896302,Research & Development
EMP-1074,2024-01-25 09:20:00,2024-01-25 20:23:56.218350,11.07,172.16.191.158,London,431499445,5912868,Sales
EMP-1060,2024-01-25 21:23:00,2024-01-25 23:02:05.726530,1.65,172.16.101.14,Berlin,183822628,708505003,Operations
EMP-1089,2024-01-25 15:46:00,2024-01-26 00:42:49.009121,8.95,172.16.126.203,Remote,412951058,1618457586,Marketing
EMP-1090,2024-01-25 11:30:00,2024-01-25 14:39:55.024395,3.17,172.16.222.80,Berlin,249386291,281906968,Operations
EMP-1007,2024-01-25 08:51:00,2024-01-25 19:21:11.971163,10.5,172.16.223.61,SanFrancisco,182813424,271398978,Executive
EMP-1092,2024-01-25 05:03:00,2024-01-25 14:55:25.548130,9.87,172.16.190.218,London,70062656,1030411500,Finance
EMP-1052,2024-01-25 15:51:00,2024-01-26 03:24:06.147865,11.55,172.16.160.19,NewYork,299944436,938934989,Finance
EMP-1030,2024-01-25 22:37:00,2024-01-26 00:05:28.651603,1.47,172.16.46.6,SanFrancisco,412413552,1003142808,Operations
EMP-1038,2024-01-25 16:06:00,2024-01-26 03:37:45.638998,11.53,172.16.97.146,Remote,349298931,980844755,Research & Development
EMP-1031,2024-01-25 00:43:00,2024-01-25 06:25:43.189813,5.71,172.16.128.119,Moscow,128201904,319159252,Engineering
EMP-1033,2024-01-25 11:29:00,2024-01-25 17:30:47.919595,6.03,172.16.233.74,Remote,314111077,1544739905,Human Resources
EMP-1048,2024-01-25 23:04:00,2024-01-26 02:24:16.233770,3.34,172.16.164.141,Remote,270519681,1146698182,Research & Development
EMP-1012,2024-01-25 15:10:00,2024-01-26 00:24:38.986017,9.24,172.16.98.74,NewYork,493799673,1431394940,Finance
EMP-1060,2024-01-25 09:12:00,2024-01-25 19:26:06.510420,10.24,172.16.59.145,Berlin,112402897,687975999,Operations
EMP-1057,2024-01-25 17:57:00,2024-01-25 22:59:31.230304,5.04,172.16.3.4,NewYork,416384912,1286081804,Executive
EMP-1052,2024-01-25 03:09:00,2024-01-25 13:48:54.950921,10.67,172.16.149.87,NewYork,251613056,115558240,Finance
EMP-1077,2024-01-25 00:04:00,2024-01-25 06:50:05.539205,6.77,172.16.203.133,London,388042509,1491391360,Executive
EMP-1082,2024-01-25 00:33:00,2024-01-25 01:40:05.997675,1.12,172.16.24.138,Bangalore,404541732,1760818084,Finance
EMP-1015,2024-01-25 20:40:00,2024-01-26 06:22:58.045727,9.72,172.16.213.51,Berlin,358418212,1996202891,Legal
EMP-1018,2024-01-25 09:07:00,2024-01-25 12:43:24.056194,3.61,172.16.233.126,SanFrancisco,253195363,276013048,Research & Development
EMP-1041,2024-01-25 04:07:00,2024-01-25 12:48:11.684285,8.69,172.16.71.3,NewYork,232018262,487356867,Engineering
EMP-1005,2024-01-25 15:08:00,2024-01-25 23:17:44.687083,8.16,172.16.238.13,Remote,391292355,1492710818,Legal
EMP-1064,2024-01-25 07:10:00,2024-01-25 18:46:07.510190,11.6,172.16.197.248,Remote,487749933,1038032979,Sales
EMP-1045,2024-01-25 23:55:00,2024-01-26 07:11:24.021190,7.27,172.16.252.34,Berlin,125279565,170551812,Legal
EMP-1048,2024-01-25 00:59:00,2024-01-25 07:32:46.569723,6.56,172.16.218.232,Remote,412671115,1784241386,Research & Development
EMP-1084,2024-01-25 02:04:00,2024-01-25 05:24:55.364871,3.35,172.16.0.204,SanFrancisco,206551347,740483200,Sales
EMP-1053,2024-01-25 11:55:00,2024-01-25 19:20:06.405684,7.42,172.16.156.185,Bangalore,35477260,1082038560,Human Resources
EMP-1035,2024-01-25 16:17:00,2024-01-25 19:13:35.995873,2.94,172.16.171.159,Remote,353601851,872684173,Legal
EMP-1076,2024-01-25 09:18:00,2024-01-25 19:47:56.567280,10.5,172.16.153.250,Remote,482200100,875064082,IT Security
EMP-1089,2024-01-25 11:20:00,2024-01-25 17:11:16.598561,5.85,172.16.192.230,Remote,66463342,1502985936,Marketing
EMP-1001,2024-01-25 17:44:00,2024-01-26 00:42:42.898524,6.98,172.16.36.58,London,147030367,227815978,Engineering
EMP-1070,2024-01-25 23:31:00,2024-01-26 06:14:06.068598,6.72,172.16.76.27,London,40252301,1615271951,Operations
EMP-1092,2024-01-25 12:42:00,2024-01-25 22:02:54.578176,9.35,172.16.5.207,London,217399535,1764736509,Finance
EMP-1001,2024-01-26 22:46:00,2024-01-27 00:50:01.906211,2.07,172.16.207.10,London,467265766,337781194,Engineering
EMP-1015,2024-01-26 03:22:00,2024-01-26 06:11:52.596060,2.83,172.16.112.223,Berlin,252723992,1207364120,Legal
EMP-1016,2024-01-26 00:13:00,2024-01-26 11:54:12.319911,11.69,172.16.73.32,SanFrancisco,70217363,1211803780,IT Security
EMP-1007,2024-01-26 06:13:00,2024-01-26 12:19:36.878114,6.11,172.16.222.49,SanFrancisco,231271689,1677008489,Executive
EMP-1014,2024-01-26 16:40:00,2024-01-27 00:17:55.957383,7.63,172.16.155.218,London,473756786,612117500,Sales
EMP-1047,2024-01-26 10:25:00,2024-01-26 21:46:44.529384,11.36,172.16.70.129,Bangalore,437872012,1589406176,Executive
EMP-1054,2024-01-26 19:52:00,2024-01-27 07:04:10.013372,11.2,172.16.147.19,Remote,497921012,89537151,Sales
EMP-1090,2024-01-26 18:45:00,2024-01-26 21:54:02.163011,3.15,172.16.117.233,Berlin,146832410,643965414,Operations
EMP-1098,2024-01-26 03:40:00,2024-01-26 06:18:02.073574,2.63,172.16.153.157,Bangalore,131872170,197012422,Research & Development
EMP-1061,2024-01-26 17:11:00,2024-01-26 18:23:33.321245,1.21,172.16.78.54,Bangalore,201933288,114787263,Engineering
EMP-1051,2024-01-26 14:54:00,2024-01-26 21:10:35.735547,6.28,172.16.119.15,SanFrancisco,431193722,114712226,Engineering
EMP-1056,2024-01-26 20:28:00,2024-01-27 03:33:07.264659,7.09,172.16.109.26,Remote,495416013,404682470,IT Security
EMP-1096,2024-01-26 13:39:00,2024-01-26 16:58:10.665497,3.32,172.16.91.32,Remote,456605962,1611033262,IT Security
EMP-1047,2024-01-26 08:17:00,2024-01-26 20:12:24.542198,11.92,172.16.106.1,Bangalore,296540939,792341943,Executive
EMP-1024,2024-01-26 05:32:00,2024-01-26 07:03:17.457469,1.52,172.16.215.95,NewYork,449564253,1659514941,Sales
EMP-1035,2024-01-26 16:30:00,2024-01-26 21:16:49.220902,4.78,172.16.244.42,Moscow,343365392,258453020,Legal
EMP-1098,2024-01-26 13:01:00,2024-01-26 21:32:39.556872,8.53,172.16.147.211,Bangalore,154445946,82209724,Research & Development
EMP-1019,2024-01-26 20:41:00,2024-01-27 06:04:48.409887,9.4,172.16.31.166,NewYork,212812222,1053326401,Marketing
EMP-1057,2024-01-26 23:39:00,2024-01-27 04:14:45.839957,4.6,172.16.5.153,NewYork,441251047,212691359,Executive
EMP-1038,2024-01-26 05:55:00,2024-01-26 06:47:05.941706,0.87,172.16.214.230,Remote,392812098,1464068445,Research & Development
EMP-1047,2024-01-26 18:49:00,2024-01-26 23:28:35.193005,4.66,172.16.128.109,Bangalore,349916058,1058069086,Executive
EMP-1029,2024-01-26 00:43:00,2024-01-26 11:51:41.087786,11.14,172.16.47.91,Unknown,66618145,1253889469,Marketing
EMP-1010,2024-01-26 15:08:00,2024-01-26 16:06:51.363249,0.98,172.16.135.59,Remote,183661693,742046581,Operations
EMP-1076,2024-01-26 23:01:00,2024-01-27 00:30:10.697689,1.49,172.16.7.125,Remote,23164425,1469341426,IT Security
EMP-1036,2024-01-26 11:31:00,2024-01-26 13:16:56.632664,1.77,172.16.66.90,Berlin,414227508,237815827,IT Security
EMP-1046,2024-01-26 05:44:00,2024-01-26 12:15:26.290507,6.52,172.16.50.36,Bangalore,373650854,1418039733,IT Security
EMP-1068,2024-01-26 09:46:00,2024-01-26 11:34:36.632053,1.81,172.16.124.86,NewYork,175541173,1849777139,Research & Development
EMP-1059,2024-01-26 04:22:00,2024-01-26 05:04:49.491482,0.71,172.16.169.228,Bangalore,277677058,233440185,Marketing
EMP-1030,2024-01-26 13:37:00,2024-01-26 19:50:26.426711,6.22,172.16.186.230,SanFrancisco,457215501,1521807859,Operations
EMP-1059,2024-01-26 11:36:00,2024-01-26 18:08:59.045047,6.55,172.16.1.39,Moscow,123815228,1249162081,Marketing
EMP-1036,2024-01-26 07:27:00,2024-01-26 19:26:12.396435,11.99,172.16.116.125,Berlin,125668262,585475230,IT Security
EMP-1087,2024-01-26 23:17:00,2024-01-27 08:41:04.531654,9.4,172.16.26.7,SanFrancisco,25002424,26592785,Executive
EMP-1057,2024-01-26 05:10:00,2024-01-26 07:29:19.815227,2.32,172.16.150.5,NewYork,45612941,472242262,Executive
EMP-1050,2024-01-26 14:46:00,2024-01-26 16:45:27.826748,1.99,172.16.89.8,Bangalore,496117125,1397922348,Operations
EMP-1095,2024-01-26 05:12:00,2024-01-26 11:42:50.844789,6.51,172.16.108.199,SanFrancisco,121578215,1046054245,Legal
EMP-1001,2024-01-26 15:56:00,2024-01-27 00:48:12.299494,8.87,172.16.165.3,London,404286182,1511475262,Engineering
EMP-1007,2024-01-26 05:22:00,2024-01-26 13:46:06.240766,8.4,172.16.32.194,SanFrancisco,483269728,1433952244,Executive
EMP-1099,2024-01-26 09:11:00,2024-01-26 12:47:55.275764,3.62,172.16.123.44,London,45745863,1429057986,Marketing
EMP-1072,2024-01-26 06:29:00,2024-01-26 16:21:17.623951,9.87,172.16.5.214,London,414587245,884509677,Finance
EMP-1028,2024-01-26 07:22:00,2024-01-26 13:26:24.160484,6.07,172.16.18.87,NewYork,206889804,233537638,Research & Development
EMP-1051,2024-01-26 16:41:00,2024-01-27 00:23:27.751592,7.71,172.16.69.205,SanFrancisco,310309635,1841137112,Engineering
EMP-1055,2024-01-26 04:18:00,2024-01-26 11:25:22.209377,7.12,172.16.122.199,SanFrancisco,164297258,1044818844,Legal
EMP-1008,2024-01-26 06:25:00,2024-01-26 08:29:50.250222,2.08,172.16.174.158,Bangalore,267095133,391434715,Research & Development
EMP-1073,2024-01-26 17:54:00,2024-01-27 04:58:09.169615,11.07,172.16.90.242,SanFrancisco,303335634,677999914,Human Resources
EMP-1016,2024-01-26 00:36:00,2024-01-26 03:35:55.375086,3.0,172.16.58.160,SanFrancisco,4647740,1179224496,IT Security
EMP-1097,2024-01-26 11:41:00,2024-01-26 19:14:44.510247,7.56,172.16.70.186,NewYork,228666622,1959299611,Executive
EMP-1090,2024-01-26 12:54:00,2024-01-26 19:37:00.130486,6.72,172.16.55.57,Berlin,263084364,1658940088,Operations
EMP-1041,2024-01-26 16:43:00,2024-01-26 21:19:04.916729,4.6,172.16.184.63,NewYork,31787645,106276704,Engineering
EMP-1041,2024-01-26 20:31:00,2024-01-26 23:08:29.390939,2.62,172.16.98.202,NewYork,171319873,1822632295,Engineering
EMP-1034,2024-01-26 06:55:00,2024-01-26 11:16:48.672155,4.36,172.16.252.37,SanFrancisco,98692691,1053894680,Sales
EMP-1011,2024-01-26 10:56:00,2024-01-26 15:02:32.165124,4.11,172.16.68.74,Remote,278466438,1364503724,Engineering
EMP-1089,2024-01-26 02:19:00,2024-01-26 04:15:35.650996,1.94,172.16.196.62,Remote,182431734,1467903723,Marketing
EMP-1004,2024-01-26 09:07:00,2024-01-26 17:21:02.341833,8.23,172.16.228.196,Remote,171107962,1160227726,Sales
EMP-1026,2024-01-26 01:15:00,2024-01-26 05:54:19.453364,4.66,172.16.2.218,Remote,17455037,165833071,IT Security
EMP-1027,2024-01-26 06:48:00,2024-01-26 12:45:40.739434,5.96,172.16.121.218,NewYork,250075622,258270734,Executive
EMP-1092,2024-01-26 20:50:00,2024-01-26 23:55:27.013007,3.09,172.16.171.60,London,87668907,415146289,Finance
EMP-1085,2024-01-26 13:07:00,2024-01-26 17:25:19.625213,4.31,172.16.186.183,Bangalore,110556634,1887045286,Legal
EMP-1061,2024-01-26 17:09:00,2024-01-26 21:34:42.768898,4.43,172.16.69.153,Bangalore,149855888,1884271069,Engineering
EMP-1043,2024-01-27 21:40:00,2024-01-28 02:07:44.179652,4.46,172.16.15.149,NewYork,478012137,851555107,Human Resources
EMP-1053,2024-01-27 16:23:00,2024-01-27 22:50:20.871751,6.46,172.16.72.174,Bangalore,340544907,1275363857,Human Resources
EMP-1062,2024-01-27 11:17:00,2024-01-27 11:49:46.559538,0.55,172.16.63.61,London,378647397,21987998,Finance
EMP-1014,2024-01-27 07:14:00,2024-01-27 13:54:31.839110,6.68,172.16.183.97,London,374995381,906067744,Sales
EMP-1035,2024-01-27 23:45:00,2024-01-28 10:19:21.461961,10.57,172.16.73.199,Remote,476881434,272662820,Legal
EMP-1022,2024-01-27 08:46:00,2024-01-27 13:38:43.391786,4.88,172.16.109.162,NewYork,240377192,1350899332,Finance
EMP-1034,2024-01-27 18:11:00,2024-01-28 02:27:32.586655,8.28,172.16.49.169,SanFrancisco,184765804,505912000,Sales
EMP-1087,2024-01-27 01:28:00,2024-01-27 10:28:10.489865,9.0,172.16.68.102,SanFrancisco,121741222,704529434,Executive
EMP-1064,2024-01-27 20:40:00,2024-01-28 02:58:05.184677,6.3,172.16.120.176,Remote,328851909,286672018,Sales
EMP-1040,2024-01-27 19:17:00,2024-01-28 06:01:35.719734,10.74,172.16.212.185,Bangalore,99732460,1263458334,Operations
EMP-1063,2024-01-27 19:07:00,2024-01-27 22:00:39.357310,2.89,172.16.200.191,Remote,355161215,539308593,Human Resources
EMP-1035,2024-01-27 05:42:00,2024-01-27 13:16:35.725544,7.58,172.16.9.203,Remote,197676576,1456534065,Legal
EMP-1054,2024-01-27 10:35:00,2024-01-27 15:08:52.102052,4.56,172.16.38.208,Remote,473919204,1013000927,Sales
EMP-1076,2024-01-27 18:08:00,2024-01-27 19:04:40.031552,0.94,172.16.222.184,Remote,210716218,18077720,IT Security
EMP-1098,2024-01-27 20:06:00,2024-01-27 23:01:14.196897,2.92,172.16.238.97,Bangalore,80972083,559489997,Research & Development
EMP-1011,2024-01-27 19:35:00,2024-01-28 02:03:47.990571,6.48,172.16.224.39,Remote,175464112,983149216,Engineering
EMP-1010,2024-01-27 02:47:00,2024-01-27 13:46:19.527497,10.99,172.16.157.187,Remote,296227424,693744281,Operations
EMP-1020,2024-01-27 22:09:00,2024-01-28 08:49:17.254091,10.67,172.16.41.114,Bangalore,135166973,1152604929,Operations
EMP-1037,2024-01-27 15:57:00,2024-01-27 21:48:30.076227,5.86,172.16.4.237,SanFrancisco,302154094,1846814626,Executive
EMP-1032,2024-01-27 13:05:00,2024-01-28 00:37:26.592770,11.54,172.16.35.153,Moscow,71777247,819507154,Finance
EMP-1031,2024-01-27 07:48:00,2024-01-27 09:48:02.056553,2.0,172.16.118.80,NewYork,393219342,1544206245,Engineering
EMP-1024,2024-01-27 17:29:00,2024-01-27 23:59:58.903267,6.52,172.16.87.180,NewYork,105043562,135209552,Sales
EMP-1074,2024-01-27 09:12:00,2024-01-27 09:57:19.274465,0.76,172.16.175.166,London,423782233,1079887092,Sales
EMP-1072,2024-01-27 11:24:00,2024-01-27 13:26:24.771147,2.04,172.16.218.19,London,356274921,621424272,Finance
EMP-1025,2024-01-27 00:21:00,2024-01-27 11:14:38.178354,10.89,172.16.136.206,NewYork,85083975,228955867,Legal
EMP-1041,2024-01-27 00:08:00,2024-01-27 02:51:53.111406,2.73,172.16.4.244,NewYork,485715796,1196139613,Engineering
EMP-1096,2024-01-27 18:53:00,2024-01-28 05:30:51.938785,10.63,172.16.3.3,Remote,345857206,1613443642,IT Security
EMP-1063,2024-01-27 20:27:00,2024-01-28 06:51:51.877353,10.41,172.16.78.178,Remote,151580873,1984373135,Human Resources
EMP-1041,2024-01-27 05:17:00,2024-01-27 08:08:30.993941,2.86,172.16.13.1,NewYork,132932245,1081345779,Engineering
EMP-1053,2024-01-27 10:57:00,2024-01-27 15:13:00.793432,4.27,172.16.245.27,Bangalore,143168171,615842213,Human Resources
EMP-1095,2024-01-27 16:00:00,2024-01-27 18:39:05.222497,2.65,172.16.245.224,SanFrancisco,203178695,102735777,Legal
EMP-1020,2024-01-27 13:17:00,2024-01-27 22:35:42.698932,9.31,172.16.28.231,Shanghai,477790923,416585650,Operations
EMP-1063,2024-01-27 18:45:00,2024-01-27 22:48:13.823208,4.05,172.16.200.200,Remote,149560258,933908508,Human Resources
EMP-1066,2024-01-27 18:23:00,2024-01-27 21:43:54.309143,3.35,172.16.83.153,Unknown,237041488,1026929239,IT Security
EMP-1005,2024-01-27 02:56:00,2024-01-27 10:08:59.868477,7.22,172.16.220.43,Remote,358885290,861780920,Legal
EMP-1002,2024-01-27 17:42:00,2024-01-28 00:26:39.974035,6.74,172.16.211.51,NewYork,310012180,289475294,Finance
EMP-1090,2024-01-27 09:03:00,2024-01-27 20:06:50.389204,11.06,172.16.122.109,Berlin,252194072,938539389,Operations
EMP-1063,2024-01-27 23:22:00,2024-01-28 09:28:42.314436,10.11,172.16.49.231,Remote,84441665,1586113366,Human Resources
EMP-1050,2024-01-27 01:37:00,2024-01-27 10:27:23.095977,8.84,172.16.130.103,Bangalore,217173830,30026930,Operations
EMP-1019,2024-01-27 07:02:00,2024-01-27 12:28:21.086935,5.44,172.16.8.87,NewYork,405763780,1006655517,Marketing
EMP-1057,2024-01-27 01:51:00,2024-01-27 02:55:39.716436,1.08,172.16.196.74,NewYork,458251766,686662159,Executive
EMP-1077,2024-01-27 10:08:00,2024-01-27 12:44:13.636275,2.6,172.16.203.58,London,70324458,1549662326,Executive
EMP-1059,2024-01-27 23:39:00,2024-01-28 00:34:34.630833,0.93,172.16.72.124,Shanghai,365875644,888765171,Marketing
EMP-1046,2024-01-27 18:13:00,2024-01-28 03:50:41.022691,9.63,172.16.141.248,Bangalore,138439279,335565297,IT Security
EMP-1024,2024-01-27 11:43:00,2024-01-27 18:44:21.086081,7.02,172.16.17.28,NewYork,95497178,1335026718,Sales
EMP-1089,2024-01-27 20:29:00,2024-01-28 05:54:55.443590,9.43,172.16.193.163,Remote,263870328,1321020682,Marketing
EMP-1026,2024-01-27 04:09:00,2024-01-27 12:01:29.835764,7.87,172.16.79.57,Remote,194277818,255697655,IT Security
EMP-1095,2024-01-27 00:15:00,2024-01-27 07:05:59.018901,6.85,172.16.246.133,SanFrancisco,491782716,692558556,Legal
EMP-1019,2024-01-27 19:06:00,2024-01-28 04:59:37.444543,9.89,172.16.207.15,NewYork,137489097,1867838795,Marketing
EMP-1056,2024-01-27 17:02:00,2024-01-28 02:01:47.943377,9.0,172.16.108.209,Remote,422539952,1643462876,IT Security
EMP-1030,2024-01-27 15:09:00,2024-01-27 18:00:16.572099,2.85,172.16.230.228,SanFrancisco,434459729,70543511,Operations
EMP-1001,2024-01-28 07:14:00,2024-01-28 13:40:58.400645,6.45,172.16.115.225,London,259415145,531792842,Engineering
EMP-1061,2024-01-28 15:51:00,2024-01-28 19:00:07.774658,3.15,172.16.254.79,Bangalore,57272726,1698716667,Engineering
EMP-1087,2024-01-28 12:22:00,2024-01-28 17:26:14.362224,5.07,172.16.49.183,SanFrancisco,108936550,1034915570,Executive
EMP-1090,2024-01-28 04:32:00,2024-01-28 12:56:37.319729,8.41,172.16.40.190,Berlin,361940399,653626081,Operations
EMP-1042,2024-01-28 02:33:00,2024-01-28 08:08:08.184896,5.59,172.16.128.6,Bangalore,231474529,1814897206,Finance
EMP-1048,2024-01-28 10:46:00,2024-01-28 19:51:06.944570,9.09,172.16.26.191,Remote,132239176,1922445048,Research & Development
EMP-1055,2024-01-28 18:06:00,2024-01-29 02:58:44.908215,8.88,172.16.71.222,SanFrancisco,337011952,1421027002,Legal
EMP-1076,2024-01-28 15:32:00,2024-01-29 01:01:02.700019,9.48,172.16.226.136,Remote,199864200,1386047190,IT Security
EMP-1069,2024-01-28 11:29:00,2024-01-28 14:16:43.680536,2.8,172.16.180.108,SanFrancisco,71971410,1438157677,Marketing
EMP-1054,2024-01-28 19:25:00,2024-01-29 07:24:32.319368,11.99,172.16.252.63,Shanghai,116809894,1021502543,Sales
EMP-1075,2024-01-28 01:22:00,2024-01-28 10:35:41.206339,9.23,172.16.216.111,Bangalore,484540702,1483468081,Legal
EMP-1060,2024-01-28 02:52:00,2024-01-28 06:32:48.646642,3.68,172.16.141.245,Berlin,157594738,1928233840,Operations
EMP-1007,2024-01-28 01:01:00,2024-01-28 04:28:45.353906,3.46,172.16.169.36,Moscow,373138559,944726020,Executive
EMP-1063,2024-01-28 02:27:00,2024-01-28 10:37:48.158422,8.18,172.16.119.81,Remote,168991681,198337299,Human Resources
EMP-1004,2024-01-28 03:08:00,2024-01-28 04:56:10.791104,1.8,172.16.37.62,Remote,207296760,1040329156,Sales
EMP-1057,2024-01-28 02:23:00,2024-01-28 11:04:04.689432,8.68,172.16.184.83,NewYork,49669166,956308920,Executive
EMP-1028,2024-01-28 07:45:00,2024-01-28 19:39:30.758582,11.91,172.16.19.97,NewYork,54335883,1340114092,Research & Development
EMP-1005,2024-01-28 12:04:00,2024-01-28 20:31:26.419480,8.46,172.16.141.5,Remote,309056673,1533788635,Legal
EMP-1059,2024-01-28 11:51:00,2024-01-28 20:51:43.489479,9.01,172.16.66.65,Bangalore,327864784,1450700325,Marketing
EMP-1024,2024-01-28 08:00:00,2024-01-28 09:21:39.135474,1.36,172.16.231.251,Unknown,164487458,917189178,Sales
EMP-1031,2024-01-28 06:52:00,2024-01-28 11:58:11.486736,5.1,172.16.83.8,NewYork,93608545,1134870286,Engineering
EMP-1015,2024-01-28 20:04:00,2024-01-28 23:58:49.501211,3.91,172.16.214.251,Berlin,146732663,62596469,Legal
EMP-1066,2024-01-28 23:30:00,2024-01-29 02:20:20.593761,2.84,172.16.121.74,Bangalore,145382659,998470640,IT Security
EMP-1046,2024-01-28 06:20:00,2024-01-28 09:47:20.806051,3.46,172.16.69.41,Bangalore,96028122,638225834,IT Security
EMP-1014,2024-01-28 10:45:00,2024-01-28 17:27:21.023153,6.71,172.16.142.90,London,9259290,1632169948,Sales
EMP-1006,2024-01-28 11:22:00,2024-01-28 13:01:36.074165,1.66,172.16.156.245,Berlin,14702592,1065023706,IT Security
EMP-1073,2024-01-28 14:26:00,2024-01-28 19:47:21.462730,5.36,172.16.6.168,SanFrancisco,233592460,149837746,Human Resources
EMP-1078,2024-01-28 09:47:00,2024-01-28 13:30:54.788862,3.73,172.16.148.160,London,132525527,1567747992,Research & Development
EMP-1052,2024-01-28 22:54:00,2024-01-29 03:25:05.624097,4.52,172.16.98.67,NewYork,372196684,470879863,Finance
EMP-1006,2024-01-28 08:09:00,2024-01-28 17:47:51.528854,9.65,172.16.176.215,Berlin,484663700,804051296,IT Security
EMP-1100,2024-01-28 06:51:00,2024-01-28 17:14:41.380919,10.39,172.16.120.148,Bangalore,192449888,809166168,Operations
EMP-1039,2024-01-28 09:22:00,2024-01-28 20:36:43.080809,11.25,172.16.204.170,Bangalore,30432847,177216886,Marketing
EMP-1072,2024-01-28 15:06:00,2024-01-28 19:05:00.579195,3.98,172.16.200.114,London,188944665,1441036832,Finance
EMP-1087,2024-01-28 16:25:00,2024-01-29 03:04:14.598005,10.65,172.16.112.187,SanFrancisco,415819398,1050897981,Executive
EMP-1035,2024-01-28 13:15:00,2024-01-28 19:54:01.516480,6.65,172.16.143.213,Remote,412056119,893134210,Legal
EMP-1066,2024-01-28 02:12:00,2024-01-28 13:42:33.204558,11.51,172.16.68.91,Bangalore,388055603,1230487937,IT Security
EMP-1002,2024-01-28 15:42:00,2024-01-29 02:47:05.450741,11.08,172.16.148.31,NewYork,392004120,908626636,Finance
EMP-1027,2024-01-28 06:48:00,2024-01-28 13:19:09.889446,6.52,172.16.226.153,NewYork,201185159,1844953210,Executive
EMP-1049,2024-01-28 17:54:00,2024-01-29 00:36:49.496521,6.71,172.16.53.40,London,68216588,130752787,Marketing
EMP-1025,2024-01-28 07:49:00,2024-01-28 13:30:48.569714,5.7,172.16.253.95,NewYork,150022931,248896269,Legal
EMP-1039,2024-01-28 21:22:00,2024-01-28 22:51:20.329051,1.49,172.16.233.213,Bangalore,337741354,410597538,Marketing
