user,mean_login_hour,std_login_hour,mean_logout_hour,mean_session_duration,total_logins,failed_logins,failed_login_ratio,weekend_logins,after_hours_logins,unique_locations,suspicious_locations,files_per_day,total_file_accesses,classified_access_count,classified_access_ratio,file_downloads,file_deletions,file_copies,total_bytes_file,mean_bytes_file,unique_files_accessed,out_of_session_access,out_of_session_ratio,usb_events,usb_per_day,total_bytes_usb,mean_usb_duration,max_bytes_usb,emails_per_day,total_emails,external_emails,external_email_ratio,emails_with_attachment,total_attachment_bytes,total_network_events,total_bytes_sent,total_bytes_received,mean_bytes_sent,unique_dst_ips,unique_dst_ports,port_scans,suspicious_geo_connections,ssh_ftp_connections,vpn_sessions,vpn_total_upload,vpn_total_download,vpn_suspicious_geo,total_processes,suspicious_processes,suspicious_process_ratio,mean_cpu,max_memory,degree_centrality,betweenness_centrality,eigenvector_centrality,clustering_coefficient,neighbor_count,nlp_keyword_flag_avg,nlp_suspicious_kw_total,nlp_exfil_flag_avg,nlp_subject_len_avg,nlp_sentiment_avg,nlp_caps_ratio_avg,is_red_team,threat_scenario
EMP-1045,9.06153846153846,0.7043818894277778,17.138461538461538,8.161384615384618,65,3,0.0441176470588235,3,0,1,0,3.741573033707865,333,89,0.2672672672672673,55,8,45,2372761429,7125409.696696697,55,81,0.81,10,0.1123595505617977,345722022,86.5,284205927,2.966292134831461,264,22,0.0833333333333333,57,368229810,655,3329250754,17233380382,5082825.578625954,260,80,0,54,39,32,8056348863,31775117614,0,310,16,0.0516129032258064,49.11161290322581,4066.9,0.3351063829787234,0.0030462233159971,0.0760265376438652,0,63,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1046,9.92537313432836,0.6108472217815262,18.16417910447761,8.184626865671643,67,2,0.0289855072463768,4,0,1,0,3.8876404494382015,346,82,0.2369942196531791,44,11,47,2285977929,6606872.62716763,55,80,0.8,18,0.2022471910112359,1960459018,84.66666666666667,422306475,3.269662921348315,291,17,0.0584192439862542,70,474580361,608,3052254789,15225623813,5020155.902960527,264,80,0,41,35,34,9393123097,32131275221,0,308,13,0.0422077922077922,48.81850649350649,4094.5,0.3563829787234042,0.0037068032257019,0.0792755948917646,0,67,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1047,9.880597014925373,0.6401322794098651,17.73134328358209,7.8583582089552255,67,0,0.0,2,0,1,0,3.752808988764045,334,65,0.1946107784431137,56,9,52,2851846917,8538463.823353294,54,66,0.66,14,0.1573033707865168,2224628429,57.92857142857143,470062995,2.966292134831461,264,15,0.0568181818181818,57,455811332,563,2763698379,14042621828,4908878.11545293,261,64,0,40,34,42,12546332367,44261169262,0,323,10,0.0309597523219814,51.01486068111455,4091.5,0.3404255319148936,0.0032356806673566,0.0766537879358109,0,64,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1048,8.014705882352942,0.6800493190811913,16.058823529411764,7.985735294117647,68,2,0.0285714285714285,4,0,1,0,3.550561797752809,316,80,0.2531645569620253,50,9,47,2666132653,8437128.648734177,55,77,0.77,13,0.146067415730337,2009937984,93.6923076923077,451906562,2.797752808988764,249,27,0.108433734939759,61,511149931,616,3139128694,14768076941,5095988.139610389,258,87,0,52,32,41,12813619527,43799096850,1,319,11,0.0344827586206896,53.17586206896552,4063.5,0.3351063829787234,0.0030915013675806,0.0757881790820629,0,63,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1049,7.940298507462686,0.5187571690610975,16.074626865671643,8.08641791044776,67,1,0.0147058823529411,3,0,1,0,7.550561797752809,672,322,0.4791666666666667,194,11,160,9691760972,14422263.351190476,47,79,0.79,20,0.2247191011235955,14137780785,82.55,3774421922,2.606741573033708,232,12,0.0517241379310344,52,465968689,593,11125486142,14253080916,18761359.430016864,277,86,0,64,63,31,7667668304,33925686722,0,305,12,0.0393442622950819,48.702950819672125,4087.2,0.3297872340425531,0.0549618641039912,0.0702948103898448,0,62,0.0,0.0,0.0,0.0,0.0,0.0,1,data_exfiltration
EMP-1050,8.042857142857143,0.6468589498763984,15.757142857142858,7.722857142857143,70,0,0.0,5,0,1,0,3.820224719101124,340,11,0.0323529411764705,58,9,42,2472082763,7270831.655882353,39,79,0.79,16,0.1797752808988764,1823555432,91.4375,485448534,2.662921348314607,237,15,0.0632911392405063,49,218465556,572,2787419464,14571446685,4873110.951048951,259,78,1,37,46,36,9152762610,35967108905,1,292,8,0.0273972602739726,51.64486301369863,4094.0,0.2712765957446808,0.0019024298768665,0.0634731571878418,0,51,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1051,8.045454545454545,0.6428737926581806,16.060606060606062,8.031060606060606,66,0,0.0,1,0,1,0,3.865168539325843,344,16,0.0465116279069767,62,12,49,2973571012,8644101.779069768,42,76,0.76,15,0.1685393258426966,2617314785,72.53333333333333,489699581,2.853932584269663,254,16,0.0629921259842519,54,366018055,589,2923234289,15118811963,4963046.331069609,264,60,0,45,28,33,8057866048,35753536787,4,338,10,0.029585798816568,49.56065088757396,4093.4,0.2872340425531914,0.0022284788950909,0.0663914170296418,0,54,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1052,8.914285714285715,0.6077484496515233,16.757142857142856,7.821000000000001,70,0,0.0,5,0,1,0,7.235955056179775,644,327,0.5077639751552795,176,12,154,8916976081,13846236.150621118,48,77,0.77,19,0.2134831460674157,7573628582,83.84210526315789,3096881763,3.0786516853932584,274,11,0.0401459854014598,63,281531688,615,8843324574,15413972958,14379389.551219512,282,79,0,60,60,35,9772705008,30693473064,3,312,15,0.048076923076923,48.82147435897436,4095.0,0.3404255319148936,0.0552810054966184,0.0716894919671951,0,64,0.0,0.0,0.0,0.0,0.0,0.0,1,data_exfiltration
EMP-1053,9.953125,0.6529466178136507,17.875,7.9025,64,4,0.0588235294117647,3,0,1,0,3.606741573033708,321,11,0.0342679127725856,47,6,47,2314273647,7209575.224299066,38,67,0.67,13,0.146067415730337,1261407638,98.15384615384616,453972118,2.853932584269663,254,18,0.0708661417322834,55,419015680,578,2938864188,14677439604,5084540.117647059,260,71,0,44,26,33,8185464058,34054421905,3,304,9,0.0296052631578947,49.52730263157895,4084.6,0.2606382978723404,0.0017367801876636,0.061346382140586,0,49,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1054,8.895522388059701,0.6063884233275945,16.73134328358209,7.779253731343283,67,1,0.0147058823529411,3,0,1,0,3.651685393258427,325,10,0.0307692307692307,41,3,54,2324682001,7152867.695384615,38,76,0.76,15,0.1685393258426966,2336126604,107.33333333333331,454775695,2.8764044943820224,256,19,0.07421875,61,342226210,594,3012345117,14941747184,5071288.075757576,258,82,0,47,36,40,10158601142,35553747087,0,276,13,0.0471014492753623,48.29384057971014,4084.1,0.2659574468085106,0.0018575608656702,0.0621291752135677,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1055,7.0285714285714285,0.658752192668651,15.0,7.937857142857144,70,1,0.0140845070422535,6,0,1,0,3.7191011235955056,331,88,0.2658610271903323,44,10,47,2275198582,6873711.728096677,54,79,0.79,13,0.146067415730337,893292182,119.0,353258175,2.842696629213483,253,18,0.0711462450592885,54,359013899,623,3280983153,14933998391,5266425.606741573,259,78,0,53,32,31,6625795447,31002898180,1,310,18,0.0580645161290322,48.214516129032255,4087.6,0.3351063829787234,0.0031751866241539,0.0754569181691381,0,63,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1056,9.953846153846154,0.6715366992663457,17.892307692307693,7.915230769230769,65,2,0.0298507462686567,1,0,1,0,3.9213483146067416,349,91,0.2607449856733524,51,13,51,2558183786,7330039.501432665,55,81,0.81,14,0.1573033707865168,1991772786,77.57142857142857,491213723,3.0898876404494384,275,18,0.0654545454545454,55,289018415,582,2913424597,14352973242,5005884.187285223,250,64,1,64,41,41,11033534192,44134800371,3,312,9,0.0288461538461538,53.00352564102564,4049.6,0.351063829787234,0.0034777273694326,0.0786832350847887,0,66,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1057,7.046153846153846,0.6944145292701892,15.03076923076923,7.897538461538462,65,2,0.0298507462686567,2,1,1,0,3.842696629213483,342,78,0.2280701754385964,55,7,35,2505312103,7325473.985380117,53,77,0.77,16,0.1797752808988764,1050279829,94.125,370047609,2.6741573033707864,238,17,0.0714285714285714,59,395964723,592,3042806780,15097325757,5139876.317567567,249,86,0,51,33,39,9861556162,42409511212,2,334,12,0.0359281437125748,51.618562874251495,4092.6,0.3457446808510638,0.0034777929671096,0.0771151504686341,0,65,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1058,8.088235294117647,0.6632190632814411,15.970588235294118,7.927058823529413,68,1,0.0144927536231884,4,0,1,0,3.752808988764045,334,61,0.1826347305389221,58,12,33,2266338520,6785444.6706586825,55,78,0.78,20,0.2247191011235955,1836595690,92.65,485505320,2.7752808988764044,247,16,0.0647773279352226,60,387745931,573,2764949438,14000720618,4825391.689354275,262,66,0,34,25,40,8809488253,44333683806,1,310,16,0.0516129032258064,48.88645161290322,4085.4,0.3617021276595744,0.0038506234233812,0.0801762396689433,0,68,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1059,9.923076923076923,0.6201736729460422,17.984615384615385,7.992615384615385,65,2,0.0298507462686567,1,0,1,0,3.393258426966292,302,16,0.0529801324503311,43,13,35,2004672614,6637988.78807947,43,76,0.76,16,0.1797752808988764,911679386,90.4375,227038874,2.898876404494382,258,15,0.0581395348837209,67,468196484,606,3072962656,15116683896,5070895.471947195,259,81,0,54,37,47,11780911056,43578048241,1,314,13,0.0414012738853503,51.57324840764331,4095.5,0.2925531914893617,0.0022987450009267,0.0675201006237546,0,55,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1060,7.044776119402985,0.6613309770752148,14.955223880597014,7.99044776119403,67,1,0.0147058823529411,3,0,1,0,3.831460674157303,341,8,0.0234604105571847,38,6,50,2395043795,7023588.841642229,37,69,0.69,18,0.2022471910112359,1973919965,132.05555555555554,452233570,2.831460674157303,252,21,0.0833333333333333,55,344185455,568,2775044743,13942840025,4885642.153169015,258,85,0,46,32,34,7773452257,35000048742,0,292,14,0.047945205479452,49.211301369863016,4078.2,0.2712765957446808,0.0019563515053316,0.0631075905438169,0,51,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1061,8.03076923076923,0.6366226995155463,15.907692307692308,7.8618461538461535,65,1,0.0151515151515151,1,0,1,0,4.078651685393258,363,11,0.0303030303030303,65,10,39,2737987119,7542664.239669422,40,77,0.77,13,0.146067415730337,1862172732,93.0,498058064,2.932584269662921,261,14,0.053639846743295,58,347106031,605,3007678068,15550085765,4971368.707438016,255,69,0,51,32,34,9823305447,37786013789,0,301,12,0.0398671096345514,49.67607973421927,4091.4,0.2606382978723404,0.0016707441243577,0.0618795213033161,0,49,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1062,7.015384615384615,0.6729670239949469,14.8,7.830923076923078,65,4,0.0579710144927536,3,0,1,0,3.5730337078651684,318,19,0.0597484276729559,50,14,32,2370265724,7453665.798742139,43,66,0.66,15,0.1685393258426966,767743726,80.26666666666667,397391138,3.056179775280899,272,19,0.0698529411764705,73,380590817,562,2836184302,13919081643,5046591.284697508,253,84,0,43,27,44,9363361733,42603982176,3,307,10,0.0325732899022801,51.47491856677525,4093.8,0.2872340425531914,0.002215905637232,0.0664989497342127,0,54,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1063,7.184615384615385,0.6096184178521966,15.06153846153846,7.892923076923076,65,1,0.0151515151515151,1,0,1,0,3.9101123595505616,348,15,0.043103448275862,55,12,45,2411077770,6928384.3965517245,40,77,0.77,18,0.2022471910112359,3035918012,75.27777777777777,443781879,2.7752808988764044,247,20,0.0809716599190283,52,291257861,578,2900486003,14193733363,5018141.873702422,259,77,0,43,36,42,9610287172,40719111642,2,324,9,0.0277777777777777,49.56419753086419,4093.5,0.2765957446808511,0.0020306965200786,0.0642159050559819,0,52,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1064,9.014925373134329,0.6394253412820938,16.71641791044776,7.721940298507464,67,1,0.0147058823529411,2,0,1,0,3.820224719101124,340,15,0.0441176470588235,50,16,37,1997228311,5874200.914705883,44,77,0.77,14,0.1573033707865168,964534964,85.71428571428571,495052738,2.5168539325842696,224,16,0.0714285714285714,41,155267634,593,2961854478,14842161566,4994695.57841484,257,70,0,63,36,44,10600065656,40406260328,1,324,12,0.037037037037037,48.84012345679012,4092.0,0.2872340425531914,0.0021278363466398,0.0669998871497416,0,54,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1065,7.078125,0.7622999347213605,15.1875,8.04265625,64,3,0.044776119402985,2,1,1,0,3.752808988764045,334,53,0.1586826347305389,52,16,41,2287300307,6848204.511976048,52,82,0.82,20,0.2247191011235955,1107410169,101.75,400072128,2.797752808988764,249,24,0.0963855421686747,57,505749780,547,2714270984,13390288662,4962104.175502743,256,69,0,37,28,25,6850071478,21408121205,1,302,10,0.0331125827814569,48.22682119205298,4080.1,0.3404255319148936,0.0032908390391128,0.0764825039527326,0,64,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1066,8.19047619047619,0.5638903707551802,16.015873015873016,7.850476190476191,63,6,0.0869565217391304,4,0,1,0,3.797752808988764,338,76,0.2248520710059171,55,9,34,2199111821,6506247.99112426,55,69,0.69,12,0.1348314606741573,1359170096,101.91666666666669,426643210,2.764044943820225,246,18,0.073170731707317,54,345296476,553,2756027840,13695525587,4983775.47920434,254,66,0,44,31,43,10479942772,44423570429,3,339,13,0.0383480825958702,48.91828908554573,4089.2,0.3404255319148936,0.0032383513441906,0.0767275322841449,0,64,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1067,9.884057971014492,0.6309710509826704,18.02898550724637,8.138550724637678,69,0,0.0,4,0,1,0,3.5280898876404496,314,71,0.2261146496815286,49,15,36,1932581225,6154717.277070064,55,72,0.72,21,0.2359550561797752,2097411881,82.28571428571429,475940530,3.01123595505618,268,18,0.0671641791044776,58,515434368,544,2743753243,13423236779,5043664.049632353,253,75,0,50,26,34,6135777739,31761073883,0,325,18,0.0553846153846153,49.92738461538462,4077.5,0.3670212765957447,0.0040027953470054,0.0810892196006255,0,69,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1068,8.91304347826087,0.7223151185146152,16.956521739130434,8.062173913043479,69,1,0.0142857142857142,5,0,1,0,4.022471910112359,358,76,0.2122905027932961,61,12,49,2788331444,7788635.318435755,55,73,0.73,30,0.3370786516853932,3141367706,96.0,443527215,2.797752808988764,249,21,0.0843373493975903,50,303646581,639,3266857147,16407345184,5112452.499217527,262,81,0,46,37,41,10625257284,40082314096,1,300,10,0.0333333333333333,49.84033333333334,4070.1,0.3670212765957447,0.0040020202191052,0.0810147380464669,0,69,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1069,9.81967213114754,0.7418040334506923,18.0,8.14409836065574,61,5,0.0757575757575757,1,0,1,0,3.6741573033707855,327,8,0.0244648318042813,46,15,35,2085773818,6378513.204892966,36,78,0.78,10,0.1123595505617977,92654651,109.3,92654651,3.1797752808988764,283,23,0.0812720848056537,69,432910004,566,2979142233,14164375743,5263502.178445229,248,68,0,40,32,26,6738423326,28346464112,0,345,13,0.0376811594202898,50.62927536231884,4083.3,0.2287234042553191,0.0011089073637845,0.0562710722896138,0,43,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1070,8.923076923076923,0.6686668711812966,16.73846153846154,7.844153846153847,65,3,0.0441176470588235,3,0,1,0,3.662921348314607,326,11,0.0337423312883435,61,5,43,2772141322,8503500.987730062,38,73,0.73,18,0.2022471910112359,1169270063,87.83333333333333,497460065,2.426966292134832,216,24,0.1111111111111111,58,344896062,600,3014549142,14895586020,5024248.57,264,87,0,57,36,36,9662801085,35298223558,0,342,11,0.0321637426900584,48.6046783625731,4073.3,0.2659574468085106,0.0018892392525692,0.0619172666613316,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1071,8.957142857142857,0.6688886366814535,17.042857142857144,8.033857142857142,70,2,0.0277777777777777,7,0,1,0,3.820224719101124,340,16,0.0470588235294117,54,11,53,2526102330,7429712.735294118,41,74,0.74,15,0.1685393258426966,1651793097,71.33333333333333,437825407,2.629213483146068,234,17,0.0726495726495726,57,372185071,567,2888324888,13749459707,5094047.421516755,257,63,0,39,26,37,9552452818,29537022055,0,328,14,0.0426829268292682,48.525609756097566,4079.4,0.2712765957446808,0.0019094698710779,0.0634706186431013,0,51,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1072,8.892307692307693,0.5895728571144994,16.96923076923077,7.969230769230769,65,1,0.0151515151515151,1,0,1,0,3.865168539325843,344,10,0.0290697674418604,55,12,47,2625959871,7633604.276162791,38,73,0.73,25,0.2808988764044944,3612579169,77.44,483615072,2.865168539325843,255,23,0.0901960784313725,54,310644340,638,3096755388,15977041970,4853848.570532915,261,80,0,55,35,40,10211816265,39715886092,2,312,17,0.0544871794871794,48.43333333333334,4085.0,0.2765957446808511,0.0020810979367904,0.0639084617860669,0,52,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1073,10.101449275362318,0.6674122003554407,18.26086956521739,8.116956521739132,69,1,0.0142857142857142,5,0,1,0,3.404494382022472,303,12,0.0396039603960396,53,5,36,2091685477,6903252.399339934,39,86,0.86,23,0.2584269662921348,3137736830,78.65217391304348,471644590,3.1797752808988764,283,24,0.0848056537102473,59,345288489,598,3007076977,15223343486,5028556.8177257525,257,72,0,52,31,31,7159386793,32169732568,1,306,9,0.0294117647058823,48.78921568627451,4077.6,0.2765957446808511,0.0020353816325223,0.0642061770831567,0,52,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1074,8.833333333333334,0.5970010522689693,16.924242424242426,8.024545454545455,66,2,0.0294117647058823,3,0,1,0,3.764044943820225,335,14,0.0417910447761194,58,9,40,2609506472,7789571.558208955,40,75,0.75,20,0.2247191011235955,1985595099,113.1,479680586,3.101123595505618,276,30,0.108695652173913,58,330952591,572,2804085478,14110898736,4902247.339160839,252,66,0,52,37,38,10213939129,41110556648,1,339,10,0.0294985250737463,50.34159292035399,4088.0,0.2872340425531914,0.0022730323206796,0.0659745006437029,0,54,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1075,8.865671641791044,0.6718477999553466,16.925373134328357,7.975671641791046,67,0,0.0,2,0,1,0,3.438202247191011,306,68,0.2222222222222222,54,9,29,1844842778,6028897.9673202615,52,79,0.79,26,0.2921348314606741,2470279697,83.07692307692308,378517346,2.561797752808989,228,15,0.0657894736842105,46,224792289,615,3002873683,15331108291,4882721.4357723575,270,68,0,59,34,29,8259542770,25507079291,1,299,17,0.0568561872909698,50.96421404682275,4093.7,0.3563829787234042,0.0037929055113335,0.0788228623329068,0,67,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1076,8.046153846153846,0.6715366992663457,16.215384615384615,8.200153846153848,65,4,0.0579710144927536,4,0,1,0,3.3146067415730336,295,86,0.2915254237288135,37,4,42,1901442539,6445567.928813559,54,73,0.73,14,0.1573033707865168,849173863,73.71428571428571,426793396,2.898876404494382,258,13,0.0503875968992248,52,448980000,634,3104157686,16026258019,4896147.769716089,261,77,0,62,30,46,11448335601,49559635767,0,287,12,0.0418118466898954,53.832055749128926,4084.7,0.3404255319148936,0.0031928789122379,0.0768125572069745,0,64,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1077,8.324675324675324,4.206641235630175,13.48051948051948,6.838961038961041,77,54,0.4122137404580153,4,13,5,61,4.0,356,88,0.247191011235955,56,11,48,2653953370,7454925.196629213,55,76,0.76,15,0.1685393258426966,1071308742,117.06666666666666,439017442,2.7865168539325844,248,11,0.0443548387096774,62,463289554,613,3088739805,15992583763,5038727.251223491,257,76,0,48,22,46,13541980835,62088172866,6,319,13,0.0407523510971786,49.62037617554859,4093.2,0.3563829787234042,0.0037417309301382,0.0791029544214445,0,67,0.0,0.0,0.0,0.0,0.0,0.0,1,credential_abuse
EMP-1078,6.878787878787879,0.6909336273400488,14.818181818181818,7.984393939393939,66,0,0.0,1,1,1,0,3.797752808988764,338,82,0.2426035502958579,50,8,31,2264008137,6698248.926035503,54,73,0.73,14,0.1573033707865168,1848977256,86.07142857142857,437987588,2.9775280898876404,265,15,0.0566037735849056,62,412535777,574,2832858546,13911458736,4935293.634146341,254,85,0,41,34,37,7692724088,41405502290,1,306,12,0.0392156862745098,49.54640522875817,4093.3,0.3351063829787234,0.0031514455922444,0.0756154109158097,0,63,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1079,9.044776119402986,0.6380091150886702,16.925373134328357,7.910447761194028,67,1,0.0147058823529411,3,0,1,0,4.0,356,16,0.0449438202247191,49,12,45,2412326234,6776197.286516854,42,77,0.77,16,0.1797752808988764,2596725706,93.1875,465652669,2.8764044943820224,256,27,0.10546875,68,544112623,626,3184015377,15608144926,5086286.544728435,258,72,0,67,39,36,8488071708,34532113472,1,286,8,0.0279720279720279,51.76608391608391,4080.3,0.2765957446808511,0.0019973871019498,0.064575267055348,0,52,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1080,6.882352941176471,0.5606342827070462,15.147058823529411,8.199117647058825,68,3,0.0422535211267605,6,0,1,0,3.550561797752809,316,11,0.0348101265822784,42,15,38,2102849373,6654586.623417721,40,69,0.69,18,0.2022471910112359,2102242774,100.16666666666669,410541930,2.7865168539325844,248,24,0.0967741935483871,59,498782740,593,2976907863,14712059543,5020080.713322091,263,88,0,46,38,38,11167462157,32630987212,1,323,15,0.0464396284829721,49.33003095975232,4086.1,0.2819148936170212,0.0021545905389768,0.0651108322211066,0,53,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1081,8.911764705882353,0.6403192794467892,17.073529411764707,8.165588235294118,68,3,0.0422535211267605,6,0,1,0,3.5730337078651684,318,11,0.0345911949685534,39,14,31,1615427383,5079960.323899371,39,80,0.8,20,0.2247191011235955,2092876922,102.65,405409186,3.056179775280899,272,21,0.0772058823529411,72,612193413,598,3034244708,14887110351,5073987.806020067,259,72,0,45,45,35,8545772035,34191509390,2,309,18,0.058252427184466,51.78090614886732,4093.9,0.2765957446808511,0.0019873576849367,0.0645577756635537,0,52,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1082,9.984848484848484,0.4801417817021661,18.09090909090909,8.034848484848483,66,2,0.0294117647058823,3,0,1,0,4.056179775280899,361,10,0.0277008310249307,49,10,49,2699531767,7477927.332409972,38,79,0.79,16,0.1797752808988764,1458508097,103.0,472762092,2.898876404494382,258,23,0.0891472868217054,54,333112424,585,2960790828,15017377816,5061180.902564103,250,75,0,40,29,34,7787315909,25238447501,0,315,12,0.0380952380952381,48.58126984126984,4089.8,0.2606382978723404,0.0017130921977284,0.0615787443276382,0,49,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1083,7.91044776119403,0.5962342249633436,15.970149253731345,8.110746268656715,67,1,0.0147058823529411,3,0,1,0,3.966292134831461,353,15,0.0424929178470254,50,6,39,2409227382,6825006.747875354,42,77,0.77,17,0.1910112359550561,1452407580,73.58823529411765,354543845,3.1797752808988764,283,12,0.0424028268551236,65,330458403,555,2772710176,14128152377,4995874.190990991,248,69,1,44,23,37,8325229655,39884006689,1,333,9,0.027027027027027,50.44324324324324,4087.1,0.2765957446808511,0.0019900759933427,0.0646033607227909,0,52,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1084,7.0,0.6276459144608478,14.940298507462687,7.998955223880598,67,0,0.0,2,1,1,0,4.269662921348314,380,18,0.0473684210526315,46,12,42,2259442451,5945901.186842105,40,80,0.8,13,0.146067415730337,1744999028,74.46153846153847,424176488,2.7752808988764044,247,13,0.0526315789473684,62,363253279,634,3145051551,16313875072,4960649.134069401,272,72,0,46,34,35,9121944763,29886995897,0,324,11,0.0339506172839506,46.74104938271605,4082.9,0.2606382978723404,0.0016680358984276,0.0617802591736849,0,49,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1085,8.80952380952381,0.6184565298084197,16.571428571428573,7.698730158730159,63,4,0.0597014925373134,2,0,1,0,3.50561797752809,312,66,0.2115384615384615,51,3,39,2293300431,7350321.894230769,52,80,0.8,14,0.1573033707865168,3024328305,102.35714285714286,499487620,2.696629213483146,240,17,0.0708333333333333,65,522568974,562,2776401180,13672288224,4940215.6227758005,254,74,0,47,33,35,8339096386,36494718072,1,267,12,0.0449438202247191,52.85205992509363,4087.6,0.3351063829787234,0.003189642130521,0.0753161065926843,0,63,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1086,8.0,0.6373774391990981,16.046153846153846,8.009384615384615,65,0,0.0,0,0,1,0,3.651685393258427,325,64,0.1969230769230769,48,17,39,2136601352,6574158.006153846,53,82,0.82,19,0.2134831460674157,1702580296,93.15789473684212,481317378,3.146067415730337,280,16,0.0571428571428571,48,355312115,555,2860596897,14095750858,5154228.643243243,248,65,0,45,37,39,10007092811,39141747706,3,333,16,0.048048048048048,46.53843843843844,4093.3,0.351063829787234,0.0036398172827534,0.077950020082865,0,66,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1087,8.923076923076923,0.5944454429259127,17.076923076923077,8.11,65,1,0.0151515151515151,1,0,1,0,3.550561797752809,316,84,0.2658227848101265,35,16,38,1908960471,6041014.148734177,55,73,0.73,15,0.1685393258426966,1696432399,98.6,445514031,2.808988764044944,250,11,0.044,52,437267452,570,2835170087,14313166801,4973982.6087719295,261,75,0,43,34,39,10219233815,39799419804,0,318,13,0.040880503144654,50.10377358490566,4094.9,0.3617021276595744,0.0038476233463181,0.0801436446345985,0,68,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1088,10.092307692307692,0.678303880164454,17.83076923076923,7.781692307692307,65,1,0.0151515151515151,1,0,1,0,3.831460674157303,341,85,0.2492668621700879,53,17,30,2403464700,7048283.57771261,54,80,0.8,22,0.247191011235955,1467344376,96.0,499752668,2.696629213483146,240,16,0.0666666666666666,44,338523409,585,2991809060,14475143156,5114203.521367521,258,67,0,53,40,38,8659070057,41558534849,3,312,14,0.0448717948717948,48.67115384615384,4042.6,0.3670212765957447,0.004024037865781,0.0810088330667448,0,69,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1089,8.029850746268657,0.6022721939186769,16.0,8.007611940298508,67,1,0.0147058823529411,2,0,1,0,4.101123595505618,365,12,0.0328767123287671,64,9,44,2748370753,7529782.884931507,41,71,0.71,15,0.1685393258426966,2368163959,82.8,490215441,2.966292134831461,264,18,0.0681818181818181,45,249457802,563,2804147474,14518441668,4980723.754884547,250,93,0,42,33,38,9897076041,42940389178,0,309,7,0.0226537216828478,48.93268608414238,4090.4,0.2712765957446808,0.0018280158014489,0.0639395206548461,0,51,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
EMP-1090,10.059701492537313,0.547185554227553,18.08955223880597,8.026716417910448,67,2,0.0289855072463768,4,0,1,0,3.550561797752809,316,19,0.060126582278481,41,13,38,2079071866,6579341.348101266,43,77,0.77,18,0.2022471910112359,1843322725,113.22222222222224,379835568,2.696629213483146,240,23,0.0958333333333333,66,364539110,589,2898024953,14755432315,4920246.10016978,257,72,0,46,41,46,11279250616,44813930426,1,307,13,0.0423452768729641,52.10651465798045,4087.7,0.2872340425531914,0.0022005995243188,0.0664970968969196,0,54,0.0,0.0,0.0,0.0,0.0,0.0,0,benign
